,0
253,0.053307784849855114
254,0.05427559468217714
255,0.055240871402172716
256,0.0562046300567771
257,0.05716893995755785
258,0.058130655482320076
259,0.059092672114629555
260,0.0600510401239258
261,0.06101142570217865
262,0.061967068723558304
263,0.06292536236558749
264,0.06388160361540902
265,0.06483957710769872
266,0.065795889403551
267,0.06675239646208289
268,0.06770950141088232
269,0.06866507054464363
270,0.06962365746688286
271,0.0705789785978746
272,0.07153941485948878
273,0.07249833308612486
274,0.07345938601366182
275,0.07442167507205005
276,0.07538392355970763
277,0.07635018281297724
278,0.07731426035874579
279,0.07828297709455896
280,0.07925202912476292
281,0.08022484639601492
282,0.08120111107873959
283,0.08217731026185189
284,0.08315888344263604
285,0.08414058012724264
286,0.08512645277190165
287,0.08611586246382644
288,0.08710688614900158
289,0.08810384622740602
