WORKING MODEL TRIAL 7-2,,,,,,,,,,
7/26/21 22:12,,,,,,,,,,
Total Force on Circle 1          ,,,,Time,,Velocity of Center of Mass of Circle 1,,,,
t,Fx,Fy,|F|,frame,t,t,Vx,Vy,|V|,
0,-1.43E-16,-19.842,19.842,0,0,0,100,0,100,-
0.001,9.57E-11,-19.842,19.842,1,0.001,0.001,99.949478,-0.386089,99.950224,-
0.002,9.60E-10,-19.842,19.842,2,0.002,0.002,99.865729,-0.408105,99.866563,-
0.003,2.69E-09,-19.842001,19.842001,3,0.003,0.003,99.780456,-0.423491,99.781355,-
0.004,5.11E-09,-19.842002,19.842002,4,0.004,0.004,99.695182,-0.438878,99.696148,-
0.005,8.01E-09,-19.842004,19.842004,5,0.005,0.005,99.609911,-0.454275,99.610947,-
0.006,1.11E-08,-19.842006,19.842006,6,0.006,0.006,99.524645,-0.469695,99.525754,-
0.007,1.39E-08,-19.842008,19.842008,7,0.007,0.007,99.439387,-0.485149,99.440571,-
0.008,1.61E-08,-19.842011,19.842011,8,0.008,0.008,99.35414,-0.50065,99.355401,-
0.009,1.71E-08,-19.842014,19.842014,9,0.009,0.009,99.268907,-0.516214,99.27025,-
0.01,1.64E-08,-19.842018,19.842018,10,0.01,0.01,99.183691,-0.531851,99.185117,-
0.011,1.32E-08,-19.842021,19.842021,11,0.011,0.011,99.098494,-0.547568,99.100007,-
0.012,6.90E-09,-19.842026,19.842026,12,0.012,0.012,99.013318,-0.56338,99.014921,-
0.013,-3.40E-09,-19.84203,19.84203,13,0.013,0.013,98.928169,-0.579307,98.929865,-
0.014,-1.86E-08,-19.842036,19.842036,14,0.014,0.014,98.843046,-0.595349,98.844839,-
0.015,-3.95E-08,-19.842041,19.842041,15,0.015,0.015,98.757952,-0.611515,98.759845,-
0.016,-6.73E-08,-19.842047,19.842047,16,0.016,0.016,98.672893,-0.627836,98.674891,-
0.017,-1.03E-07,-19.842053,19.842053,17,0.017,0.017,98.587868,-0.644305,98.589974,-
0.018,-1.48E-07,-19.84206,19.84206,18,0.018,0.018,98.50288,-0.660932,98.505098,-
0.019,-2.03E-07,-19.842067,19.842067,19,0.019,0.019,98.417935,-0.677748,98.420269,-
0.02,-2.70E-07,-19.842075,19.842075,20,0.02,0.02,98.333031,-0.69474,98.335485,-
0.021,-3.50E-07,-19.842082,19.842082,21,0.021,0.021,98.248173,-0.711934,98.250753,-
0.022,-4.45E-07,-19.842091,19.842091,22,0.022,0.022,98.163364,-0.729338,98.166073,-
0.023,-5.55E-07,-19.842099,19.842099,23,0.023,0.023,98.078602,-0.746951,98.081447,-
0.024,-6.84E-07,-19.842108,19.842108,24,0.024,0.024,97.993897,-0.764806,97.996881,-
0.025,-8.31E-07,-19.842118,19.842118,25,0.025,0.025,97.909239,-0.782871,97.912369,-
0.026,-0.000001,-19.842128,19.842128,26,0.026,0.026,97.824643,-0.801201,97.827923,-
0.027,-0.000001,-19.842138,19.842138,27,0.027,0.027,97.740101,-0.819772,97.743539,-
0.028,-0.000001,-19.842149,19.842149,28,0.028,0.028,97.655625,-0.838625,97.659226,-
0.029,-0.000002,-19.84216,19.84216,29,0.029,0.029,97.571208,-0.857738,97.574979,-
0.03,-0.000002,-19.842171,19.842171,30,0.03,0.03,97.486862,-0.877154,97.490808,-
0.031,-0.000002,-19.842183,19.842183,31,0.031,0.031,97.402573,-0.896824,97.406702,-
0.032,-0.000003,-19.842195,19.842195,32,0.032,0.032,97.318358,-0.916811,97.322676,-
0.033,-0.000003,-19.842208,19.842208,33,0.033,0.033,97.234209,-0.937085,97.238724,-
0.034,-0.000003,-19.842221,19.842221,34,0.034,0.034,97.150136,-0.957693,97.154856,-
0.035,-0.000004,-19.842235,19.842235,35,0.035,0.035,97.066136,-0.978616,97.071069,-
0.036,-0.000004,-19.842249,19.842249,36,0.036,0.036,96.982201,-0.999825,96.987355,-
0.037,-0.000005,-19.842263,19.842263,37,0.037,0.037,96.898349,-1.021393,96.903732,-
0.038,-0.000005,-19.842278,19.842278,38,0.038,0.038,96.814573,-1.04329,96.820195,-
0.039,-0.000006,-19.842293,19.842293,39,0.039,0.039,96.730873,-1.065518,96.736742,-
0.04,-0.000007,-19.842308,19.842308,40,0.04,0.04,96.647252,-1.088087,96.653376,-
0.041,-0.000008,-19.842324,19.842324,41,0.041,0.041,96.563711,-1.111007,96.570102,-
0.042,-0.000008,-19.842341,19.842341,42,0.042,0.042,96.480248,-1.134264,96.486915,-
0.043,-0.000009,-19.842357,19.842357,43,0.043,0.043,96.396866,-1.157879,96.40382,-
0.044,-0.00001,-19.842375,19.842375,44,0.044,0.044,96.313571,-1.181865,96.320822,-
0.045,-0.000011,-19.842392,19.842392,45,0.045,0.045,96.23035,-1.206175,96.237909,-
0.046,-0.000012,-19.84241,19.84241,46,0.046,0.046,96.147209,-1.230838,96.155087,-
0.047,-0.000013,-19.842429,19.842429,47,0.047,0.047,96.064161,-1.255899,96.07237,-
0.048,-0.000015,-19.842448,19.842448,48,0.048,0.048,95.981186,-1.281277,95.989737,-
0.049,-0.000016,-19.842467,19.842467,49,0.049,0.049,95.898301,-1.307051,95.907208,-
0.05,-0.000017,-19.842486,19.842486,50,0.05,0.05,95.815486,-1.333128,95.82476,-
0.051,-0.000019,-19.842507,19.842507,51,0.051,0.051,95.732762,-1.359599,95.742416,-
0.052,-0.00002,-19.842527,19.842527,52,0.052,0.052,95.650109,-1.38638,95.660156,-
0.053,-0.000022,-19.842548,19.842548,53,0.053,0.053,95.567546,-1.41355,95.578,-
0.054,-0.000024,-19.842569,19.842569,54,0.054,0.054,95.485052,-1.44102,95.495925,-
0.055,-0.000026,-19.842591,19.842591,55,0.055,0.055,95.402648,-1.468884,95.413955,-
0.056,-0.000028,-19.842613,19.842613,56,0.056,0.056,95.320308,-1.497027,95.332063,-
0.057,-0.00003,-19.842636,19.842636,57,0.057,0.057,95.238054,-1.525543,95.250272,-
0.058,-0.000032,-19.842659,19.842659,58,0.058,0.058,95.155873,-1.554373,95.168567,-
0.059,-0.000035,-19.842682,19.842682,59,0.059,0.059,95.073762,-1.583512,95.086949,-
0.06,-0.000037,-19.842706,19.842706,60,0.06,0.06,94.991732,-1.612998,95.005426,-
0.061,-0.00004,-19.84273,19.84273,61,0.061,0.061,94.909762,-1.642749,94.923978,-
0.062,-0.000043,-19.842755,19.842755,62,0.062,0.062,94.827862,-1.672802,94.842615,-
0.063,-0.000046,-19.84278,19.84278,63,0.063,0.063,94.746033,-1.703165,94.76134,-
0.064,-0.000049,-19.842806,19.842806,64,0.064,0.064,94.664264,-1.733787,94.680139,-
0.065,-0.000052,-19.842832,19.842832,65,0.065,0.065,94.582553,-1.764664,94.599013,-
0.066,-0.000055,-19.842858,19.842858,66,0.066,0.066,94.500912,-1.795844,94.517974,-
0.067,-0.000059,-19.842885,19.842885,67,0.067,0.067,94.41933,-1.827281,94.43701,-
0.068,-0.000062,-19.842912,19.842912,68,0.068,0.068,94.337802,-1.858955,94.356116,-
0.069,-0.000066,-19.84294,19.84294,69,0.069,0.069,94.256326,-1.89085,94.27529,-
0.07,-0.00007,-19.842968,19.842968,70,0.07,0.07,94.174904,-1.922982,94.194535,-
0.071,-0.000075,-19.842997,19.842997,71,0.071,0.071,94.093527,-1.95531,94.113841,-
0.072,-0.000079,-19.843026,19.843026,72,0.072,0.072,94.012208,-1.987889,94.033222,-
0.073,-0.000084,-19.843055,19.843055,73,0.073,0.073,93.930932,-2.02066,93.952664,-
0.074,-0.000089,-19.843085,19.843085,74,0.074,0.074,93.849702,-2.053626,93.872168,-
0.075,-0.000094,-19.843116,19.843116,75,0.075,0.075,93.76852,-2.086799,93.791738,-
0.076,-0.000099,-19.843146,19.843146,76,0.076,0.076,93.687376,-2.120143,93.711363,-
0.077,-0.000104,-19.843177,19.843177,77,0.077,0.077,93.606279,-2.153688,93.631052,-
0.078,-0.00011,-19.843209,19.843209,78,0.078,0.078,93.525224,-2.187411,93.5508,-
0.079,-0.000116,-19.843241,19.843241,79,0.079,0.079,93.444207,-2.221306,93.470605,-
0.08,-0.000122,-19.843273,19.843273,80,0.08,0.08,93.363242,-2.255425,93.390481,-
0.081,-0.000129,-19.843306,19.843306,81,0.081,0.081,93.282315,-2.289707,93.310412,-
0.082,-0.000135,-19.84334,19.84334,82,0.082,0.082,93.201435,-2.324197,93.23041,-
0.083,-0.000142,-19.843373,19.843373,83,0.083,0.083,93.120598,-2.358872,93.15047,-
0.084,-0.00015,-19.843407,19.843407,84,0.084,0.084,93.039809,-2.393755,93.070597,-
0.085,-0.000157,-19.843442,19.843442,85,0.085,0.085,92.959074,-2.428874,92.9908,-
0.086,-0.000165,-19.843477,19.843477,86,0.086,0.086,92.878411,-2.464304,92.911097,-
0.087,-0.000173,-19.843512,19.843512,87,0.087,0.087,92.797797,-2.499951,92.831465,-
0.088,-0.000181,-19.843548,19.843548,88,0.088,0.088,92.717255,-2.535908,92.751929,-
0.089,-0.00019,-19.843584,19.843584,89,0.089,0.089,92.636798,-2.572234,92.672503,-
0.09,-0.000199,-19.843621,19.843621,90,0.09,0.09,92.556411,-2.608864,92.593171,-
0.091,-0.000208,-19.843658,19.843658,91,0.091,0.091,92.476123,-2.645927,92.513968,-
0.092,-0.000218,-19.843695,19.843695,92,0.092,0.092,92.395944,-2.683461,92.434904,-
0.093,-0.000228,-19.843733,19.843733,93,0.093,0.093,92.315871,-2.721454,92.355976,-
0.094,-0.000238,-19.843771,19.843771,94,0.094,0.094,92.235941,-2.760072,92.277228,-
0.095,-0.000248,-19.843809,19.843809,95,0.095,0.095,92.156136,-2.799233,92.198639,-
0.096,-0.000259,-19.843848,19.843848,96,0.096,0.096,92.076506,-2.839155,92.120268,-
0.097,-0.000271,-19.843887,19.843887,97,0.097,0.097,91.997031,-2.87975,92.042092,-
0.098,-0.000282,-19.843927,19.843927,98,0.098,0.098,91.917762,-2.921239,91.96417,-
0.099,-0.000294,-19.843966,19.843966,99,0.099,0.099,91.838692,-2.963596,91.886497,-
0.1,-0.000307,-19.844006,19.844006,100,0.1,0.1,91.759854,-3.006958,91.809109,-
0.101,-0.000319,-19.844047,19.844047,101,0.101,0.101,91.68127,-3.051428,91.732036,-
0.102,-0.000332,-19.844088,19.844088,102,0.102,0.102,91.602941,-3.097006,91.65528,-
0.103,-0.000346,-19.844129,19.844129,103,0.103,0.103,91.524916,-3.143902,91.578897,-
0.104,-0.00036,-19.84417,19.84417,104,0.104,0.104,91.4472,-3.192145,91.502898,-
0.105,-0.000374,-19.844211,19.844211,105,0.105,0.105,91.369816,-3.241826,91.427308,-
0.106,-0.000389,-19.844253,19.844253,106,0.106,0.106,91.292801,-3.293115,91.352176,-
0.107,-0.000404,-19.844295,19.844295,107,0.107,0.107,91.216167,-3.346058,91.277517,-
0.108,-0.000419,-19.844337,19.844337,108,0.108,0.108,91.139934,-3.400747,91.203359,-
0.109,-0.000435,-19.844379,19.844379,109,0.109,0.109,91.064142,-3.457352,91.129749,-
0.11,-0.000452,-19.844422,19.844422,110,0.11,0.11,90.988809,-3.515951,91.056714,-
0.111,-0.000468,-19.844464,19.844464,111,0.111,0.111,90.913943,-3.576582,90.984268,-
0.112,-0.000485,-19.844507,19.844507,112,0.112,0.112,90.839589,-3.639435,90.912465,-
0.113,-0.000503,-19.84455,19.84455,113,0.113,0.113,90.765768,-3.70461,90.841339,-
0.114,-0.000521,-19.844593,19.844593,114,0.114,0.114,90.69248,-3.7721,90.770891,-
0.115,-0.00054,-19.844636,19.844636,115,0.115,0.115,90.619767,-3.842088,90.701179,-
0.116,-0.000558,-19.844679,19.844679,116,0.116,0.116,90.547651,-3.914673,90.632234,-
0.117,-0.000578,-19.844722,19.844722,117,0.117,0.117,90.476134,-3.989858,90.564064,-
0.118,-0.000597,-19.844766,19.844766,118,0.118,0.118,90.405243,-4.067768,90.496711,-
0.119,-0.000618,-19.844809,19.844809,119,0.119,0.119,90.335008,-4.148533,90.430217,-
0.12,-0.000638,-19.844852,19.844852,120,0.12,0.12,90.265432,-4.232156,90.364591,-
0.121,-0.000659,-19.844895,19.844895,121,0.121,0.121,90.196532,-4.318721,90.299866,-
0.122,-0.000681,-19.844939,19.844939,122,0.122,0.122,90.128328,-4.408309,90.236072,-
0.123,-0.000703,-19.844982,19.844982,123,0.123,0.123,90.060803,-4.50085,90.173199,-
0.124,-0.000725,-19.845025,19.845025,124,0.124,0.124,89.994017,-4.596608,90.111331,-
0.125,-0.000748,-19.845068,19.845068,125,0.125,0.125,89.927937,-4.695428,90.050435,-
0.126,-0.000772,-19.845112,19.845112,126,0.126,0.126,89.862572,-4.797361,89.990536,-
0.127,-0.000795,-19.845155,19.845155,127,0.127,0.127,89.797952,-4.902529,89.931679,-
0.128,-0.00082,-19.845197,19.845198,128,0.128,0.128,89.73405,-5.01082,89.873845,-
0.129,-0.000845,-19.84524,19.84524,129,0.129,0.129,89.670887,-5.122324,89.81707,-
0.13,-0.00087,-19.845283,19.845283,130,0.13,0.13,89.60846,-5.237027,89.761364,-
0.131,-0.000895,-19.845326,19.845326,131,0.131,0.131,89.546767,-5.354919,89.706737,-
0.132,-0.000922,-19.845368,19.845368,132,0.132,0.132,89.485821,-5.476062,89.653218,-
0.133,-0.000948,-19.845411,19.845411,133,0.133,0.133,89.425604,-5.60037,89.600796,-
0.134,-0.000975,-19.845453,19.845453,134,0.134,0.134,89.366133,-5.727923,89.54951,-
0.135,-0.001003,-19.845495,19.845495,135,0.135,0.135,89.3074,-5.858684,89.499362,-
0.136,-0.001031,-19.845537,19.845537,136,0.136,0.136,89.249394,-5.992608,89.450353,-
0.137,-0.001059,-19.845579,19.845579,137,0.137,0.137,89.192139,-6.129792,89.402528,-
0.138,-0.001088,-19.84562,19.845621,138,0.138,0.138,89.135611,-6.270137,89.355871,-
0.139,-0.001118,-19.845662,19.845662,139,0.139,0.139,89.079804,-6.413619,89.310391,-
0.14,-0.001148,-19.845703,19.845703,140,0.14,0.14,89.024732,-6.560294,89.266121,-
0.141,-0.001178,-19.845744,19.845744,141,0.141,0.141,88.970392,-6.710152,89.223073,-
0.142,-0.001209,-19.845785,19.845785,142,0.142,0.142,88.916766,-6.863113,89.18124,-
0.143,-0.00124,-19.845825,19.845826,143,0.143,0.143,88.863849,-7.019157,89.140632,-
0.144,-0.001272,-19.845866,19.845866,144,0.144,0.144,88.811645,-7.178297,89.101269,-
0.145,-0.001305,-19.845906,19.845906,145,0.145,0.145,88.760155,-7.340543,89.063172,-
0.146,-0.001337,-19.845946,19.845946,146,0.146,0.146,88.709369,-7.505848,89.026344,-
0.147,-0.001371,-19.845985,19.845985,147,0.147,0.147,88.659279,-7.674181,88.990791,-
0.148,-0.001404,-19.846025,19.846025,148,0.148,0.148,88.60988,-7.845519,88.956524,-
0.149,-0.001439,-19.846064,19.846064,149,0.149,0.149,88.561168,-8.019838,88.923553,-
0.15,-0.001473,-19.846102,19.846102,150,0.15,0.15,88.513135,-8.197113,88.891888,-
0.151,-0.001508,-19.846141,19.846141,151,0.151,0.151,88.465777,-8.37732,88.861539,-
0.152,-0.001544,-19.846179,19.846179,152,0.152,0.152,88.419087,-8.560431,88.832516,-
0.153,-0.00158,-19.846216,19.846216,153,0.153,0.153,88.373059,-8.746419,88.804828,-
0.154,-0.001617,-19.846254,19.846254,154,0.154,0.154,88.327687,-8.935259,88.778483,-
0.155,-0.001654,-19.846291,19.846291,155,0.155,0.155,88.282964,-9.126921,88.753492,-
0.156,-0.001691,-19.846328,19.846328,156,0.156,0.156,88.238884,-9.321377,88.729863,-
0.157,-0.001729,-19.846364,19.846364,157,0.157,0.157,88.19544,-9.518598,88.707606,-
0.158,-0.001768,-19.8464,19.8464,158,0.158,0.158,88.152625,-9.718554,88.686727,-
0.159,-0.001806,-19.846435,19.846436,159,0.159,0.159,88.110433,-9.921217,88.667237,-
0.16,-0.001846,-19.846471,19.846471,160,0.16,0.16,88.068856,-10.126555,88.649143,-
0.161,-0.001885,-19.846505,19.846505,161,0.161,0.161,88.027888,-10.334538,88.632453,-
0.162,-0.001926,-19.84654,19.84654,162,0.162,0.162,87.987516,-10.545112,88.617168,-
0.163,-0.001966,-19.846574,19.846574,163,0.163,0.163,87.94774,-10.758276,88.603304,-
0.164,-0.002007,-19.846607,19.846607,164,0.164,0.164,87.908552,-10.973994,88.590869,-
0.165,-0.002049,-19.84664,19.84664,165,0.165,0.165,87.869943,-11.192232,88.579867,-
0.166,-0.002091,-19.846673,19.846673,166,0.166,0.166,87.831906,-11.412957,88.570307,-
0.167,-0.002133,-19.846705,19.846705,167,0.167,0.167,87.794425,-11.636098,88.562181,-
0.168,-0.002176,-19.846737,19.846737,168,0.168,0.168,87.757502,-11.86166,88.555509,-
0.169,-0.002219,-19.846768,19.846768,169,0.169,0.169,87.721134,-12.089639,88.550306,-
0.17,-0.002263,-19.846799,19.846799,170,0.17,0.17,87.685308,-12.319972,88.546569,-
0.171,-0.002307,-19.846829,19.846829,171,0.171,0.171,87.650004,-12.552577,88.544285,-
0.172,-0.002351,-19.846859,19.846859,172,0.172,0.172,87.615229,-12.787476,88.54348,-
0.173,-0.002396,-19.846888,19.846888,173,0.173,0.173,87.580981,-13.024671,88.544172,-
0.174,-0.002441,-19.846917,19.846917,174,0.174,0.174,87.547234,-13.264042,88.546333,-
0.175,-0.002487,-19.846945,19.846946,175,0.175,0.175,87.51399,-13.505594,88.549983,-
0.176,-0.005966,-19.853635,19.853635,176,0.176,0.176,62.568074,23.775516,66.933094,-
0.177,-0.006058,-19.853587,19.853588,177,0.177,0.177,62.568082,23.38945,66.796941,-
0.178,-0.006148,-19.853539,19.85354,178,0.178,0.178,62.568091,23.003384,66.662746,-
0.179,-0.006239,-19.853491,19.853492,179,0.179,0.179,62.568099,22.617318,66.53052,-
0.18,-0.006329,-19.853441,19.853442,180,0.18,0.18,62.568108,22.231251,66.400276,-
0.181,-0.006419,-19.853391,19.853392,181,0.181,0.181,62.568117,21.845185,66.272026,-
0.182,-0.006508,-19.85334,19.853341,182,0.182,0.182,62.568127,21.459118,66.14578,-
0.183,-0.006597,-19.853289,19.85329,183,0.183,0.183,62.568136,21.073052,66.021551,-
0.184,-0.006686,-19.853237,19.853238,184,0.184,0.184,62.568145,20.686985,65.899349,-
0.185,-0.006774,-19.853184,19.853185,185,0.185,0.185,62.568155,20.300919,65.779186,-
0.186,-0.006862,-19.85313,19.853131,186,0.186,0.186,62.568165,19.914852,65.661074,-
0.187,-0.006949,-19.853076,19.853077,187,0.187,0.187,62.568175,19.528785,65.545023,-
0.188,-0.007036,-19.853021,19.853022,188,0.188,0.188,62.568185,19.142718,65.431044,-
0.189,-0.007122,-19.852965,19.852966,189,0.189,0.189,62.568196,18.756651,65.319148,-
0.19,-0.007208,-19.852909,19.85291,190,0.19,0.19,62.568206,18.370584,65.209346,-
0.191,-0.007294,-19.852852,19.852853,191,0.191,0.191,62.568217,17.984517,65.101648,-
0.192,-0.007379,-19.852794,19.852795,192,0.192,0.192,62.568228,17.59845,64.996066,-
0.193,-0.007463,-19.852736,19.852737,193,0.193,0.193,62.568239,17.212382,64.892608,-
0.194,-0.007548,-19.852677,19.852678,194,0.194,0.194,62.56825,16.826315,64.791287,-
0.195,-0.007631,-19.852617,19.852618,195,0.195,0.195,62.568262,16.440247,64.69211,-
0.196,-0.007715,-19.852557,19.852558,196,0.196,0.196,62.568273,16.05418,64.595089,-
0.197,-0.007797,-19.852496,19.852497,197,0.197,0.197,62.568285,15.668112,64.500233,-
0.198,-0.00788,-19.852434,19.852436,198,0.198,0.198,62.568297,15.282044,64.407551,-
0.199,-0.007961,-19.852372,19.852373,199,0.199,0.199,62.568309,14.895976,64.317054,-
0.2,-0.008043,-19.852309,19.852311,200,0.2,0.2,62.568321,14.509909,64.228749,-
0.201,-0.008124,-19.852245,19.852247,201,0.201,0.201,62.568333,14.12384,64.142647,-
0.202,-0.008204,-19.852181,19.852183,202,0.202,0.202,62.568346,13.737772,64.058757,-
0.203,-0.008284,-19.852116,19.852118,203,0.203,0.203,62.568359,13.351704,63.977086,-
0.204,-0.008363,-19.852051,19.852053,204,0.204,0.204,62.568372,12.965636,63.897643,-
0.205,-0.008442,-19.851985,19.851987,205,0.205,0.205,62.568385,12.579567,63.820438,-
0.206,-0.00852,-19.851918,19.85192,206,0.206,0.206,62.568398,12.193499,63.745477,-
0.207,-0.008598,-19.851851,19.851853,207,0.207,0.207,62.568411,11.80743,63.672769,-
0.208,-0.008675,-19.851783,19.851785,208,0.208,0.208,62.568425,11.421361,63.602321,-
0.209,-0.008751,-19.851714,19.851716,209,0.209,0.209,62.568438,11.035292,63.534142,-
0.21,-0.008828,-19.851645,19.851647,210,0.21,0.21,62.568452,10.649223,63.468237,-
0.211,-0.008903,-19.851576,19.851578,211,0.211,0.211,62.568466,10.263154,63.404616,-
0.212,-0.008978,-19.851505,19.851507,212,0.212,0.212,62.56848,9.877085,63.343283,-
0.213,-0.009053,-19.851434,19.851437,213,0.213,0.213,62.568494,9.491016,63.284247,-
0.214,-0.009126,-19.851363,19.851365,214,0.214,0.214,62.568509,9.104946,63.227513,-
0.215,-0.0092,-19.851291,19.851293,215,0.215,0.215,62.568523,8.718877,63.173087,-
0.216,-0.009273,-19.851218,19.851221,216,0.216,0.216,62.568538,8.332807,63.120976,-
0.217,-0.009345,-19.851145,19.851147,217,0.217,0.217,62.568553,7.946737,63.071186,-
0.218,-0.009416,-19.851071,19.851074,218,0.218,0.218,62.568568,7.560667,63.023721,-
0.219,-0.009487,-19.850997,19.850999,219,0.219,0.219,62.568583,7.174597,62.978587,-
0.22,-0.009558,-19.850922,19.850925,220,0.22,0.22,62.568598,6.788527,62.93579,-
0.221,-0.009628,-19.850847,19.850849,221,0.221,0.221,62.568614,6.402457,62.895333,-
0.222,-0.009697,-19.850771,19.850773,222,0.222,0.222,62.568629,6.016387,62.857222,-
0.223,-0.009766,-19.850694,19.850697,223,0.223,0.223,62.568645,5.630316,62.82146,-
0.224,-0.009834,-19.850617,19.85062,224,0.224,0.224,62.568661,5.244245,62.788052,-
0.225,-0.009901,-19.85054,19.850542,225,0.225,0.225,62.568677,4.858175,62.757001,-
0.226,-0.009968,-19.850462,19.850464,226,0.226,0.226,62.568693,4.472104,62.728312,-
0.227,-0.010034,-19.850383,19.850386,227,0.227,0.227,62.56871,4.086033,62.701986,-
0.228,-0.0101,-19.850304,19.850306,228,0.228,0.228,62.568726,3.699962,62.678028,-
0.229,-0.010165,-19.850224,19.850227,229,0.229,0.229,62.568742,3.31389,62.656439,-
0.23,-0.010229,-19.850144,19.850147,230,0.23,0.23,62.568759,2.927819,62.637223,-
0.231,-0.010293,-19.850063,19.850066,231,0.231,0.231,62.568776,2.541747,62.620382,-
0.232,-0.010356,-19.849982,19.849985,232,0.232,0.232,62.568793,2.155676,62.605917,-
0.233,-0.010418,-19.849901,19.849903,233,0.233,0.233,62.56881,1.769604,62.59383,-
0.234,-0.01048,-19.849818,19.849821,234,0.234,0.234,62.568827,1.383532,62.584122,-
0.235,-0.010541,-19.849736,19.849739,235,0.235,0.235,62.568845,0.99746,62.576795,-
0.236,-0.010602,-19.849653,19.849655,236,0.236,0.236,62.568862,0.611388,62.571849,-
0.237,-0.010662,-19.849569,19.849572,237,0.237,0.237,62.56888,0.225315,62.569285,-
0.238,-0.010721,-19.849485,19.849488,238,0.238,0.238,62.568898,-0.160757,62.569104,-
0.239,-0.010779,-19.8494,19.849403,239,0.239,0.239,62.568915,-0.54683,62.571305,-
0.24,-0.010837,-19.849315,19.849318,240,0.24,0.24,62.568933,-0.932902,62.575888,-
0.241,-0.010894,-19.84923,19.849233,241,0.241,0.241,62.568952,-1.318975,62.582852,-
0.242,-0.010951,-19.849144,19.849147,242,0.242,0.242,62.56897,-1.705048,62.592197,-
0.243,-0.011007,-19.849058,19.849061,243,0.243,0.243,62.568988,-2.091122,62.603922,-
0.244,-0.011062,-19.848971,19.848974,244,0.244,0.244,62.569007,-2.477195,62.618025,-
0.245,-0.011116,-19.848884,19.848887,245,0.245,0.245,62.569025,-2.863268,62.634505,-
0.246,-0.01117,-19.848796,19.848799,246,0.246,0.246,62.569044,-3.249342,62.65336,-
0.247,-0.011223,-19.848708,19.848711,247,0.247,0.247,62.569063,-3.635416,62.674587,-
0.248,-0.011275,-19.84862,19.848623,248,0.248,0.248,62.569082,-4.02149,62.698185,-
0.249,-0.011327,-19.848531,19.848534,249,0.249,0.249,62.569101,-4.407564,62.72415,-
0.25,-0.011378,-19.848442,19.848445,250,0.25,0.25,62.56912,-4.793638,62.75248,-
0.251,-0.011428,-19.848352,19.848355,251,0.251,0.251,62.569139,-5.179712,62.783171,-
0.252,-0.011478,-19.848262,19.848265,252,0.252,0.252,62.569159,-5.565787,62.816221,-
0.253,-0.011527,-19.848172,19.848175,253,0.253,0.253,62.569178,-5.951862,62.851625,-
0.254,-0.011575,-19.848081,19.848084,254,0.254,0.254,62.569198,-6.337936,62.889379,-
0.255,-0.011623,-19.84799,19.847993,255,0.255,0.255,62.569218,-6.724011,62.929479,-
0.256,-0.011669,-19.847898,19.847901,256,0.256,0.256,62.569237,-7.110087,62.971921,-
0.257,-0.011715,-19.847806,19.84781,257,0.257,0.257,62.569257,-7.496162,63.0167,-
0.258,-0.011761,-19.847714,19.847717,258,0.258,0.258,62.569277,-7.882237,63.06381,-
0.259,-0.011805,-19.847621,19.847625,259,0.259,0.259,62.569298,-8.268313,63.113247,-
0.26,-0.011849,-19.847528,19.847532,260,0.26,0.26,62.569318,-8.654389,63.165006,-
0.261,-0.011892,-19.847435,19.847438,261,0.261,0.261,62.569338,-9.040465,63.21908,-
0.262,-0.011934,-19.847341,19.847345,262,0.262,0.262,62.569359,-9.426541,63.275464,-
0.263,-0.011976,-19.847247,19.847251,263,0.263,0.263,62.569379,-9.812617,63.334151,-
0.264,-0.012017,-19.847153,19.847156,264,0.264,0.264,62.5694,-10.198693,63.395135,-
0.265,-0.012057,-19.847058,19.847062,265,0.265,0.265,62.569421,-10.58477,63.45841,-
0.266,-0.012096,-19.846963,19.846967,266,0.266,0.266,62.569441,-10.970847,63.523968,-
0.267,-0.012135,-19.846868,19.846872,267,0.267,0.267,62.569462,-11.356924,63.591802,-
0.268,-0.012173,-19.846772,19.846776,268,0.268,0.268,62.569483,-11.743001,63.661906,-
0.269,-0.01221,-19.846677,19.84668,269,0.269,0.269,62.569505,-12.129078,63.734272,-
0.27,-0.012247,-19.84658,19.846584,270,0.27,0.27,62.569526,-12.515155,63.808892,-
0.271,-0.012282,-19.846484,19.846488,271,0.271,0.271,62.569547,-12.901233,63.885758,-
0.272,-0.012317,-19.846387,19.846391,272,0.272,0.272,62.569568,-13.287311,63.964862,-
0.273,-0.012351,-19.84629,19.846294,273,0.273,0.273,62.56959,-13.673389,64.046195,-
0.274,-0.012385,-19.846193,19.846197,274,0.274,0.274,62.569611,-14.059467,64.12975,-
0.275,-0.012417,-19.846096,19.846099,275,0.275,0.275,62.569633,-14.445545,64.215518,-
0.276,-0.012449,-19.845998,19.846002,276,0.276,0.276,62.569655,-14.831623,64.303489,-
0.277,-0.01248,-19.8459,19.845904,277,0.277,0.277,62.569676,-15.217702,64.393655,-
0.278,-0.01251,-19.845802,19.845806,278,0.278,0.278,62.569698,-15.603781,64.486007,-
0.279,-0.01254,-19.845703,19.845707,279,0.279,0.279,62.56972,-15.98986,64.580535,-
0.28,-0.012568,-19.845604,19.845608,280,0.28,0.28,62.569742,-16.375939,64.67723,-
0.281,-0.012596,-19.845506,19.84551,281,0.281,0.281,62.569764,-16.762018,64.776081,-
0.282,-0.012624,-19.845406,19.84541,282,0.282,0.282,62.569787,-17.148097,64.877079,-
0.283,-0.01265,-19.845307,19.845311,283,0.283,0.283,62.569809,-17.534177,64.980215,-
